" Кондиционер сплит Leberg LBS-TOR12/LBU-TOR12 Кондиционер сплит Leberg LBS-TOR12/LBU-TOR12 "," 9499 , грн. "," Компрессор: Инверторный Площадь: до 35 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/l/e/leberg_lbs-tor12.jpg
" Кондиционер сплит Honda HD-12HRA4F/VHF Кондиционер сплит Honda HD-12HRA4F/VHF "," 11299 , грн. "," Компрессор: Инверторный Площадь: до 35 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Ночной режим (сон), Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/h/d/hd-12hra4_vhf_1.jpg
" Кондиционер сплит Neoclima NS-09AHQ/NU-09AHQ Кондиционер сплит Neoclima NS-09AHQ/NU-09AHQ "," 7999 , грн. "," Компрессор: Обычный Площадь: до 25 м² Режимы: Охлаждение, Обогрев, Ночной режим (сон), Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/n/e/neoclima_ns-09ahq_4.jpg
" Кондиционер сплит Neoclima NS-12AHQ/NU-12AHQ Кондиционер сплит Neoclima NS-12AHQ/NU-12AHQ "," 9199 , грн. "," Компрессор: Обычный Площадь: до 35 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/n/e/neoclima_ns-09ahq_1.jpg
" Кондиционер сплит Saturn CS-09 Кондиционер сплит Saturn CS-09 "," 9999 , грн. "," Компрессор: Инверторный Площадь: до 25 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Ночной режим (сон), Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/s/a/saturn_cs-09_10.jpg
" Кондиционер сплит LARETTI LA-09HR/CA Кондиционер сплит LARETTI LA-09HR/CA "," 10558 , грн. "," Компрессор: Инверторный Площадь: до 25 м² Режимы: Охлаждение, Обогрев, Авто поддержка температуры (AUTO), Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/l/a/laretti_la-09hr_ca.jpg
" Кондиционер сплит Saturn CS-12 Кондиционер сплит Saturn CS-12 "," 10999 , грн. "," Компрессор: Инверторный Площадь: до 35 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Ночной режим (сон), Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/s/a/saturn_cs-12_1.jpg
,,,
" Кондиционер сплит LARETTI LA-18PHR/QF Кондиционер сплит LARETTI LA-18PHR/QF "," 12017 , грн. "," Компрессор: Обычный Площадь: 2466 Ионизация: Есть ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/l/a/laretti_la-18phr_qf.jpg
" Кондиционер сплит Leberg LBS-TOR18/LBU-TOR18 Кондиционер сплит Leberg LBS-TOR18/LBU-TOR18 "," 14999 , грн. "," Компрессор: Инверторный Площадь: до 50 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/l/e/leberg_lbs-tor12_4.jpg
" Кондиционер сплит Neoclima NS-24AHQ/NU-24AHQ Кондиционер сплит Neoclima NS-24AHQ/NU-24AHQ "," 18699 , грн. "," Компрессор: Обычный Площадь: до 70 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/n/e/neoclima_ns-09ahq_3.jpg
" Кондиционер сплит ST-09CTH BIO 410 Кондиционер сплит ST-09CTH BIO 410 "," 5354 , грн. "," Компрессор: Обычный Площадь: до 25 м² Режимы: Охлаждение, Обогрев, Авто поддержка температуры (AUTO), Ночной режим (сон), Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/s/a/saturn_st-09cth.jpg
" Кондиционер сплит Leberg LBS-TBA08/LBU-TBA08 Кондиционер сплит Leberg LBS-TBA08/LBU-TBA08 "," 5555 , грн. "," Компрессор: Обычный Площадь: до 20 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/l/e/leberg_lbs-tba08.jpg
" Кондиционер сплит Saturn ST-12KB(Bio)(R410) Кондиционер сплит Saturn ST-12KB(Bio)(R410) "," 5556 , грн. "," Компрессор: Обычный Площадь: до 35 м² Режимы: Охлаждение, Обогрев, Авто поддержка температуры (AUTO), Ночной режим (сон), Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/s/a/saturn_st-12kb_bio_r410__1.jpg
" Кондиционер сплит Neoclima NS-09AHB/NU-09AHB Кондиционер сплит Neoclima NS-09AHB/NU-09AHB "," 6999 , грн. "," Компрессор: Обычный Площадь: до 25 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Ночной режим (сон), Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/n/e/neoclima_ns-09ahbnu-09ahb.jpg
" Кондиционер сплит Leberg LBS-TOR09/LBU-TOR09 Кондиционер сплит Leberg LBS-TOR09/LBU-TOR09 "," 8888 , грн. "," Компрессор: Инверторный Площадь: до 25 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/l/e/leberg_lbs-tor12_2.jpg
" Кондиционер Electrolux EACS-07HN/N3 Кондиционер Electrolux EACS-07HN/N3 "," 8999 , грн. "," Компрессор: Обычный Площадь: до 20 м² Режимы: Охлаждение, Обогрев, Рециркуляция, Авто поддержка температуры (AUTO), Ночной режим (сон), Осушение (дегидратация) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/e/l/electrolux_eacs-07hnn3.jpg
" Кондиционер сплит Saturn CS-12AQ Кондиционер сплит Saturn CS-12AQ "," 9733 , грн. "," Компрессор: Инверторный Площадь: до 35 м² Режимы: Охлаждение, Обогрев, Ночной режим (сон) ",http://cdn.comfy.ua/media/catalog/product/cache/4/small_image/340x255/62defc7f46f3fbfc8afcd112227d1181/s/a/saturn_cs-09aq2_1.jpg
